iter	RMSE
278	0.1617718084
279	0.1616246072
280	0.1610980242
281	0.1610792413
282	0.1608159489
283	0.1607435956
284	0.1601389275
285	0.1598140399
286	0.1596972115
287	0.1596425118
288	0.1595507468
289	0.1593846139
290	0.1590530413
291	0.1588044205
292	0.1587152926
293	0.1583953013
294	0.158094836
295	0.1579138335
296	0.1575297747
297	0.1573358777
298	0.1571061599
299	0.1567647444
300	0.1566317577
301	0.1565546846
302	0.1565150145
303	0.1562707034
304	0.1561474363
305	0.1559898593
306	0.1558581056
307	0.1556594882
308	0.1555642312
309	0.1555227716
310	0.1554590861
311	0.1547534634
312	0.1542860225
313	0.1538409409
314	0.1538139069
315	0.153604294
316	0.1532680345
317	0.1531392554
318	0.1528329953
319	0.1525574268
320	0.152352247
321	0.1519269978
322	0.1515358752
323	0.1514212545
324	0.1510837874
325	0.1507346476
326	0.1505819145
327	0.150267261
328	0.1500896277
329	0.1497454556
330	0.149619243
331	0.1495049703
332	0.1494950969
333	0.1493466912
334	0.1492166158
335	0.1489973751
336	0.1488151096
337	0.14861673
338	0.1482936638
339	0.1482317446
340	0.1480895021
341	0.1480636809
342	0.1477391149
343	0.147677482
344	0.1474188373
345	0.1470790349
346	0.146684018
347	0.1465738687
348	0.1464912529
349	0.1464342919
350	0.1463802886
351	0.1460463793
352	0.1459162042
353	0.145789143
354	0.1455079921
355	0.1454269694
356	0.1453846002
357	0.1447543917
358	0.1445507433
359	0.1444158319
360	0.1443043548
361	0.1441922105
362	0.1440194046
363	0.1438668274
364	0.1437228804
365	0.1436723443
366	0.143628974
367	0.143284055
368	0.1431055413
369	0.1427733817
370	0.1426868974
371	0.142621477
372	0.1425795637
373	0.1424947755
374	0.1422635895
375	0.1421641924
376	0.1418321258
377	0.1416773877
378	0.141355061
379	0.1413160973
380	0.1411837314
381	0.1409783015
382	0.1407533628
383	0.1406606257
384	0.140259484
385	0.1400451565
386	0.1399135011
387	0.1397796681
388	0.1395899334
389	0.1395128983
390	0.1393641392
391	0.1392938801
392	0.1392145313
393	0.1391969711
394	0.1391017718
395	0.1388881732
396	0.1388725726
397	0.1388654153
398	0.1388108296
399	0.138674054
400	0.1385886528
401	0.1384019722
402	0.1383734279
403	0.1382626423
404	0.1380682409
405	0.1379858109
406	0.1378501361
407	0.1375823498
408	0.1374302225
409	0.1370655103
410	0.1368764165
411	0.1367196335
412	0.1364115253
413	0.1362559617
414	0.1362345037
415	0.135599338
416	0.1354351561
417	0.1353097052
418	0.1351715559
419	0.1350500129
420	0.1349692665
421	0.1349520926
422	0.1349032988
423	0.1348474502
424	0.1345805965
425	0.1344049027
426	0.1343094326
427	0.1342776905
428	0.1342491976
429	0.134171502
430	0.1340865774
431	0.1340705019
432	0.1336678783
433	0.1336179046
434	0.1334942584
435	0.1334194
436	0.1333737526
437	0.1333525814
438	0.1331793481
439	0.1330977048
440	0.1330009047
441	0.1327847005
442	0.1326804352
443	0.1326470635
444	0.132612836
445	0.1325253402
446	0.1324886835
447	0.132445731
448	0.132384594
449	0.1321480425
450	0.1321285614
451	0.1320595504
452	0.1319797994
453	0.1319043449
454	0.1318328533
455	0.1317544305
456	0.1317256942
457	0.1316019856
458	0.131379584
459	0.1312651136
460	0.131027804
461	0.1308708637
462	0.1307173923
463	0.1306000106
464	0.1304512753
465	0.1303771613
466	0.1303165981
467	0.1302822367
468	0.1302340896
469	0.1301935866
470	0.1301343902
471	0.129917579
472	0.129848211
473	0.1297822457
474	0.1297538402
475	0.1296708949
476	0.1293993694
477	0.1292640428
478	0.129123725
479	0.1289427269
480	0.1288350194
481	0.1287175639
482	0.1286569738
483	0.1286097988
484	0.1285502664
485	0.1284665837
486	0.1283657383
487	0.1283333898
488	0.1282909092
489	0.1280755753
490	0.1280298976
491	0.1279231663
492	0.1277063885
493	0.1274304167
494	0.1271848399
495	0.1270413412
496	0.1269955247
497	0.1268659114
498	0.1268464887
499	0.1266214382
500	0.1266166218
501	0.1266041889
502	0.1264683469
503	0.1264090545
504	0.1263485499
505	0.1261988916
506	0.1260995256
507	0.1258027067
508	0.1257871926
509	0.125682519
510	0.1256574019
511	0.1255587261
512	0.1254360652
513	0.1253746103
514	0.1253343259
515	0.1252898175
516	0.1251167938
517	0.125053197
518	0.1250117958
519	0.1247417041
520	0.1246157798
521	0.1245806618
522	0.1245195026
523	0.1244973427
524	0.1244902082
525	0.1243643496
526	0.1243148801
527	0.1241733708
528	0.1241053151
529	0.123994802
530	0.1238867752
531	0.1237760464
532	0.1236714836
533	0.1236332139
534	0.123527542
535	0.1235127553
536	0.1234225039
537	0.1233799966
538	0.1232754666
539	0.1232268118
540	0.1231838099
541	0.1231314313
542	0.1231176673
543	0.12304315
544	0.1230223102
545	0.1228845702
546	0.1228484294
547	0.1227824888
548	0.1226554401
549	0.1225111344
550	0.1224644697
551	0.1223760662
552	0.1223089565
553	0.1222176615
554	0.1221825858
555	0.1221160347
556	0.1219965356
557	0.1218919716
558	0.1218654823
559	0.1218423325
560	0.1217783217
561	0.1217057457
562	0.1216193988
563	0.1215342176
564	0.1215247614
565	0.1214861182
566	0.1213044399
567	0.1212677776
568	0.1212202761
569	0.1212098432
570	0.1211810384
571	0.1211497563
572	0.1211221053
573	0.1210769217
574	0.1210277333
575	0.1210241546
576	0.1210058246
577	0.1209897376
578	0.1209777649
579	0.1209505265
580	0.1207373217
581	0.1205166964
582	0.1204691447
583	0.1204305996
584	0.1203728224
585	0.1203248487
586	0.1201949728
587	0.1200580434
588	0.1200326175
589	0.1200040919
590	0.1198234615
591	0.1197443223
592	0.1197109795
593	0.1196648106
594	0.1195387723
595	0.1194759427
596	0.1193433969
597	0.1192884242
598	0.1192237919
599	0.1191946058
600	0.1191272044
601	0.1190869253
602	0.1189637052
603	0.118909124
604	0.1188244629
605	0.1186609082
606	0.118607837
607	0.1185405845
608	0.118494701
609	0.1184365573
610	0.1182955633
611	0.1182094344
612	0.1181678485
613	0.1181315401
614	0.1181124282
615	0.1180782742
616	0.1180555585
617	0.1179368562
618	0.1179260808
619	0.1178797892
620	0.1176149413
621	0.1175035878
622	0.1174705786
623	0.1173596495
624	0.1172639526
625	0.1172062093
626	0.1171841004
627	0.1171511668
628	0.1171136273
629	0.1170652343
630	0.116920586
631	0.1166790399
632	0.116649795
633	0.1165751435
634	0.1164929251
635	0.1164542787
636	0.1164444188
637	0.1163945496
638	0.1163480876
639	0.1163194138
640	0.1162387238
641	0.1162014565
642	0.1159201783
643	0.1158829365
644	0.1157894597
645	0.115667116
646	0.1156030128
647	0.1155767261
648	0.1155474055
649	0.1154358275
650	0.115282671
651	0.1151755903
652	0.1151299496
653	0.1150123401
654	0.1149401978
655	0.1148126119
656	0.1147102219
657	0.1146740302
658	0.1146034576
659	0.1144073997
660	0.1141814815
661	0.1140843722
662	0.1139323039
663	0.1138943852
664	0.1137446853
665	0.1136573503
666	0.1136351352
667	0.1135697681
668	0.1134835226
669	0.1133911398
670	0.1133757248
671	0.1131022044
672	0.1129565009
673	0.1129559403
674	0.1128537123
675	0.1126517982
676	0.1126409208
677	0.1125963347
678	0.1125582972
679	0.1125309906
680	0.1124596591
681	0.1124370347
682	0.1124305205
683	0.1123513199
684	0.1123220668
685	0.1122871295
686	0.1121985643
687	0.11213026
688	0.1121170451
689	0.1120933173
690	0.1120066417
691	0.1119354962
692	0.1119082796
693	0.1119006711
694	0.1118833206
695	0.1118567488
696	0.1118161392
697	0.1117996574
698	0.1117750991
699	0.1117339799
700	0.1116180773
701	0.1116043533
702	0.1115804203
703	0.1115701755
704	0.1114870882
705	0.1113772022
706	0.1113337065
707	0.1113056039
708	0.1112939708
709	0.1111678284
710	0.1110966423
711	0.1110865321
712	0.1110632326
713	0.1110024846
714	0.1109862547
715	0.1108732052
716	0.1108159112
717	0.1107552443
718	0.110734578
719	0.1106461272
720	0.1106228457
721	0.1106118934
722	0.1105371102
723	0.1105186445
724	0.1104999123
725	0.1104857304
726	0.1104623504
727	0.1104392753
728	0.110407272
729	0.1103860732
730	0.1103258643
731	0.110300964
732	0.1102861499
733	0.1102643812
734	0.1102405605
735	0.1102193203
736	0.11019047
737	0.110181978
738	0.1101702912
739	0.1100744688
740	0.110024117
741	0.1100090567
742	0.1099929356
743	0.1098476925
744	0.1098208933
745	0.1098021397
746	0.1097698854
747	0.1097629104
748	0.1096562666
749	0.1096398747
750	0.1095935643
751	0.1094123843
752	0.1094078421
753	0.1093912589
754	0.1092238523
755	0.1091458626
756	0.1091343924
757	0.1090574159
758	0.1090392945
759	0.1089843967
760	0.1089449199
761	0.1089379249
762	0.108888178
763	0.1088465407
764	0.1088032585
765	0.1087546007
766	0.1087423142
767	0.108702524
768	0.1086660987
769	0.1086331593
770	0.108563515
771	0.1083981426
772	0.1083585276
773	0.1083388844
774	0.1083206758
775	0.1082385954
776	0.1081111557
777	0.1080838408
778	0.1078682215
779	0.1077959319
780	0.1077488765
781	0.1075927482
782	0.1075621439
783	0.1075377816
784	0.1075131477
785	0.1074594998
786	0.1073526088
787	0.1073243537
788	0.1071393984
789	0.1070853915
790	0.1070100196
791	0.1069616634
792	0.1069340501
793	0.1068838293
794	0.1067897021
795	0.1066950563
796	0.1066577251
797	0.1066390762
798	0.1066020608
799	0.1065494258
800	0.106417194
801	0.1063932704
802	0.1063120271
803	0.1063083037
804	0.106296806
805	0.1062205957
806	0.1060968171
807	0.1060914493
808	0.1060567904
809	0.106020463
810	0.1059553199
811	0.1058497134
812	0.1058210281
813	0.1058073824
814	0.105803313
815	0.1058019903
816	0.1057601956
817	0.1057334375
818	0.105704566
819	0.1056074146
820	0.1055747883
821	0.1054832553
822	0.1054757983
823	0.1054703166
824	0.1054446814
825	0.1054313649
826	0.1054060062
827	0.1053665169
828	0.1053515761
829	0.1053468927
830	0.105282764
831	0.1052370261
832	0.1052012506
833	0.1051746709
834	0.1051173175
835	0.1050356125
836	0.1049895383
837	0.1047871762
838	0.1047447376
839	0.1046644205
840	0.1046497699
841	0.104589272
842	0.1045624536
843	0.1045495182
844	0.1045423414
845	0.1044162701
846	0.1043931502
847	0.1043863493
848	0.1043661297
849	0.1043380841
850	0.104272899
851	0.1041937476
852	0.1041158507
853	0.1041046309
854	0.1041034092
855	0.1040712882
856	0.1040245462
857	0.1038970895
858	0.1038485969
859	0.1038036146
860	0.1037704508
861	0.1037639536
862	0.1036885761
863	0.1036753148
864	0.1036265115
865	0.103504437
866	0.1034791489
867	0.1034251419
868	0.1033861805
869	0.10336831
870	0.1033272215
871	0.1033075264
872	0.1032702071
873	0.1031990273
874	0.1031915091
875	0.1031451558
876	0.1031323794
877	0.1031298387
878	0.1030678639
879	0.1030577145
880	0.1030098085
881	0.1029700253
882	0.102928475
883	0.1029201282
884	0.1029121778
885	0.1029023605
886	0.1028885462
887	0.1028581611
888	0.1027963006
889	0.102763607
890	0.1027465827
891	0.1027370379
892	0.1026245713
893	0.1026064487
894	0.1025914495
895	0.1025760946
896	0.102528681
897	0.1025180597
898	0.1024507445
899	0.1024475787
900	0.1024322072
901	0.10242567
902	0.102394968
903	0.1023743352
904	0.1023372496
905	0.1023034906
906	0.1022912581
907	0.1022455757
908	0.1022446266
909	0.1022201111
910	0.1021925661
911	0.1021547695
912	0.102062086
913	0.1019940241
914	0.1019795909
915	0.1019615341
916	0.1019583481
917	0.1019413096
918	0.1018437729
919	0.1018160157
920	0.1017410273
921	0.1017368404
922	0.1017305196
923	0.1017209247
924	0.1017150598
925	0.1016561113
926	0.1016207489
927	0.101581558
928	0.1015520543
929	0.1015195435
930	0.1014798455
931	0.1014623088
932	0.1014073334
933	0.1013773608
934	0.1013670472
935	0.1013434736
936	0.1013162901
937	0.1012927753
938	0.1012282378
939	0.1012061761
940	0.1011039748
941	0.1009943424
942	0.1009627498
943	0.1009410805
944	0.1009006031
945	0.1008941691
946	0.1008835074
947	0.1008783888
948	0.1008398058
949	0.1008311899
950	0.1008162305
951	0.1007893812
952	0.1007854842
953	0.1007779684
954	0.1006956692
955	0.1006307741
956	0.1005967014
957	0.1005646893
958	0.1005585437
959	0.1005078712
960	0.1005022659
961	0.1004877506
962	0.1004411106
963	0.1004254981
964	0.1003704383
965	0.1003541837
966	0.100337901
967	0.1002794875
968	0.1002642778
969	0.100253223
970	0.1002433797
971	0.1002210248
972	0.1002124423
973	0.1001822601
974	0.1001452297
975	0.1001410577
976	0.1000705716
977	0.1000647784
978	0.100054595
979	0.1000441552
980	0.1000262544
981	0.1000237319
982	0.1000117722
983	0.1000026865
984	0.09998591751
985	0.09997406563
986	0.0999570261
987	0.09992936836
988	0.09991692704
989	0.09990655467
990	0.09989790425
991	0.09988169547
992	0.09985493245
993	0.0998227439
994	0.09980318117
995	0.09976437698
996	0.09972872278
997	0.09968801953
998	0.09953278382
999	0.09945955576
1000	0.09944098479
1001	0.0994163277
1002	0.09941018816
1003	0.09937500308
1004	0.09935382026
1005	0.09931817295
1006	0.09923694309
1007	0.09921336272
1008	0.09917978667
1009	0.09916174018
1010	0.09912455015
1011	0.09908544411
1012	0.09905486694
1013	0.09904193415
1014	0.09901076579
1015	0.09900555033
1016	0.09891830675
1017	0.09888980069
1018	0.09878266426
1019	0.09874202105
1020	0.09873033542
1021	0.09871909853
1022	0.09867325305
1023	0.09865360734
1024	0.09859597288
1025	0.09858916576
1026	0.09858738361
1027	0.09857009918
1028	0.09854917351
1029	0.09851172631
1030	0.09849344852
1031	0.09845845978
1032	0.09841105526
1033	0.09837583473
1034	0.09835296708
1035	0.09833098233
1036	0.09832233355
1037	0.09830088751
1038	0.09828639528
1039	0.0981379308
1040	0.09810767264
1041	0.09810579844
1042	0.09805200927
1043	0.09804898279
1044	0.09804778467
1045	0.09803601108
1046	0.09800856166
1047	0.09798758905
1048	0.09797638166
1049	0.09796989122
1050	0.09794678278
1051	0.09793411567
1052	0.09792430001
1053	0.09791894323
1054	0.09789450799
1055	0.09787814487
1056	0.09785088084
1057	0.09769203058
1058	0.09767610415
1059	0.09766756472
1060	0.09764509612
1061	0.09762421807
1062	0.09753030843
1063	0.09749910735
1064	0.09749078293
1065	0.09735009279
1066	0.09733260964
1067	0.09732192511
1068	0.0972754579
1069	0.09725982561
1070	0.09719438111
1071	0.09718542096
1072	0.0971766492
1073	0.09714305269
1074	0.09712275563
1075	0.09711502481
1076	0.09709560563
1077	0.09709320163
1078	0.09708385335
1079	0.09707290467
1080	0.09704819326
1081	0.09703884591
1082	0.09702572863
1083	0.09701187776
1084	0.09698425961
1085	0.09697823997
1086	0.09696596253
1087	0.09677428355
1088	0.09667762531
1089	0.09667104238
1090	0.09665283926
1091	0.09663556294
1092	0.09649938464
1093	0.0964556454
1094	0.09631120527
1095	0.09628759268
1096	0.09628207057
1097	0.09626586312
1098	0.09625974019
1099	0.09624902147
1100	0.09624037133
1101	0.09618226791
1102	0.09614713932
1103	0.09611884229
1104	0.09607287773
1105	0.09604436205
1106	0.0957916313
1107	0.09574247427
1108	0.09565348264
1109	0.09565130938
1110	0.09561665344
1111	0.0956077324
1112	0.0956028602
1113	0.09554839968
1114	0.09552742697
1115	0.09550670099
1116	0.09546451862
1117	0.09543822946
1118	0.09542741846
1119	0.09541768752
1120	0.09540433663
1121	0.09538098682
1122	0.09537930537
1123	0.09532408488
1124	0.09531589738
1125	0.09530800927
1126	0.09528196103
1127	0.09526956686
1128	0.09522436701
1129	0.09517466477
1130	0.09510985299
1131	0.09503535591
1132	0.09502889033
1133	0.09497541824
1134	0.09494790166
1135	0.094932946
1136	0.09472057412
1137	0.09455570362
1138	0.09455314861
1139	0.09453705537
1140	0.09452882131
1141	0.09450263937
1142	0.09441591968
1143	0.09440199969
1144	0.09439810952
1145	0.09439290975
1146	0.0943769353
1147	0.09434582282
1148	0.09432921231
1149	0.09431433724
1150	0.09429661081
1151	0.09426100707
1152	0.09425059212
1153	0.09412801882
1154	0.09410624652
1155	0.09410211616
1156	0.09402098106
1157	0.09401699907
1158	0.0940056606
1159	0.09399592374
1160	0.09396747353
1161	0.09395877099
1162	0.09392695991
1163	0.09392211472
1164	0.09391167305
1165	0.09383995314
1166	0.09381257718
1167	0.09380564074
1168	0.09379092769
1169	0.09378543285
1170	0.09377822753
1171	0.0936605985
1172	0.0936466426
1173	0.09359038343
1174	0.09358001391
1175	0.09354720046
1176	0.09353343514
1177	0.09348051728
1178	0.09345191562
1179	0.09341603915
1180	0.09340558466
1181	0.09335612868
1182	0.0932285336
1183	0.09321973468
1184	0.09321200891
1185	0.09314259626
1186	0.09313531379
1187	0.09306900503
1188	0.09305381874
1189	0.09299993049
1190	0.09298285983
1191	0.09297855322
1192	0.09297604277
1193	0.09296478612
1194	0.09295819301
1195	0.09295419845
1196	0.09294480756
1197	0.09288443918
1198	0.09286329382
1199	0.09284436616
1200	0.09283913988
1201	0.09283152549
1202	0.09282506598
1203	0.09277749712
1204	0.09277182114
1205	0.09276404155
1206	0.09271878259
1207	0.09263762683
1208	0.09263077885
1209	0.09261891775
1210	0.09252544256
1211	0.09251190064
1212	0.09244470549
1213	0.0924356137
1214	0.09237383989
1215	0.09237139595
1216	0.09233931181
1217	0.09230569764
1218	0.09229297019
1219	0.09228477666
1220	0.09227068186
1221	0.09225708593
1222	0.09221701169
1223	0.0921920153
1224	0.09216723104
1225	0.09215500821
1226	0.09210082145
1227	0.09207799847
1228	0.09203529349
1229	0.09202365812
1230	0.09199345425
1231	0.09197479461
1232	0.09195237639
1233	0.09190236625
1234	0.0918927289
1235	0.0918630491
1236	0.09185505353
1237	0.09183996682
1238	0.0917594031
1239	0.09173954341
1240	0.09173320744
1241	0.09169410184
1242	0.09168930577
1243	0.09163615624
1244	0.09163067989
1245	0.09161753254
1246	0.09160062802
1247	0.09158614631
1248	0.09153463597
1249	0.09151550885
1250	0.0914794285
1251	0.09144907559
1252	0.09144114996
1253	0.09143065958
1254	0.09141165877
1255	0.09140722785
1256	0.09140199763
1257	0.09140109796
1258	0.09137630877
1259	0.09137333507
1260	0.09133530286
1261	0.09131457625
1262	0.09130663894
1263	0.09130495239
1264	0.09128500501
1265	0.09128028537
1266	0.09127356499
1267	0.09124963114
1268	0.09119277812
1269	0.09117412548
1270	0.09117339162
1271	0.09113278479
1272	0.09111408904
1273	0.09111173463
1274	0.09108076291
1275	0.09107614765
1276	0.09106458604
1277	0.09105180009
1278	0.09104033918
1279	0.09101960152
1280	0.09097746641
1281	0.09090376303
1282	0.09084453182
